what,kind,bundleId,bundleVersion,description,time
error,log,,,"Error logged from Debug Core: ",1303166378055
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1303166395845
error,log,,,"Error logged from Debug Core: ",1303166399796
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1303166437769
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1303166446380
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303166452864
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303166454645
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1303166490405
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1303166490971
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1303166501756
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1303166502252
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1303166502285
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1303166502318
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1303166502352
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1303166502385
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1303166502418
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1303166502450
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1303166502486
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1303166502772
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1303166502938
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1303166507727
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1303166515297
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1303166517305
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1303166518746
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303166521844
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303166523287
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1303166531661
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303166534507
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303166535959
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1303166565012
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1303166565200
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1303166565364
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1303166565695
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1303166567497
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1303166569449
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1303166570175
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1303166571272
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1303166580252
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303166583398
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303166584432
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303166586543
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303166608664
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1303166612159
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303166614464
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303166616009
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1303166622873
error,log,,,"Error logged from Debug Core: ",1303166626877
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1303166647529
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1303166663698
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1303166666363
error,log,,,"Error logged from Debug Core: ",1303166670868
error,log,,,"Error logged from Debug Core: ",1303166678903
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1303166691671
error,log,,,"Error logged from Debug Core: ",1303166695415
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1303166713372
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1303166715829
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1303166729140
error,log,,,"Error logged from Debug Core: ",1303166732495
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1303166749785
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1303166758682
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1303166763241
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1303166764315
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1303166765516
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303166767006
error,log,,,"Error logged from Debug Core: ",1303166768836
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303166770106
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1303166796026
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1303166802570
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1303166810042
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303166813517
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303166814649
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1303166824467
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1303166830232
error,log,,,"Error logged from Debug Core: ",1303166832734
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1303166905872
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1303166910958
error,log,,,"Error logged from Debug Core: ",1303166914106
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1303166932076
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1303166994901
error,log,,,"Error logged from Debug Core: ",1303167048030
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1303167055183
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303167056562
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303167061908
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1303167122304
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1303167123786
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1303167125423
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303167126805
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303167132742
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1303167136555
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1303167136935
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1303167138354
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1303167167254
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303167169729
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303167171060
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1303167180514
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1303167181376
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1303167181800
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1303167182415
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1303167184212
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303167204768
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303167205996
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1303167235732
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303167237216
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1303167241133
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1303167244244
